name	url	our_price	ingredients	packaging_type	food_texture	lifestage	brand	food_form	special_diet	restricted_availability	moisture_warning	%_calories_carbohydrate	%_calories_min_protein	%_calories_min_fat	price_per_kcal	price_per_month
Tiki Cat Bora Bora Grill Sardine Cutlets in Lobster Consomme Grain-Free Canned Cat Food, 2.8-oz, case of 12	https://www.chewy.com/tiki-cat-bora-bora-grill-sardine/dp/34291	11.88	Sardines, Lobster Broth, Sunflower Seed Oil, Locust Bean Gum, Guar Gum, Choline Chloride, Xanthan Gum, Paprika, Taurine, Vitamin E Supplement, Zinc Sulfate, Iron Sulfate, Niacin (Vitamin B3), Thiamine Mononitrate (Vitamin B1), Calcium Pantothenate, Manganese Sulfate, Potassium Iodide, Vitamin A Supplement, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Copper Sulfate, Folic Acid, Vitamin D3 Supplement, Vitamin B12 Supplement.	can	shredded	adult		wet food	no corn no wheat no soy high-protein gluten free low glycemic grain-free pea-free gmo-free natural			0.0	60.15625	39.84375	0.01706896551724138	102.41379310344827
Merrick Purrfect Bistro Rabbit Pate Grain-Free Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/merrick-purrfect-bistro-rabbit-pate/dp/129855	42.96	Deboned Rabbit, Chicken Broth, Deboned Chicken, Chicken Liver, Natural Flavor, Dried Egg Product, Calcium Carbonate, Organic Dehydrated Alfalfa Meal, Sodium Phosphate, Dried Cranberries, Guar Gum, Potassium Chloride, Salt, Choline Chloride, Flaxseed Oil, Salmon Oil, Taurine, Agar-Agar, Ground Flaxseed, Locust Bean Gum, Xanthan Gum, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin, d-Calcium Pantothenate, Vitamin B12 Supplement, Vitamin A Supplement, Riboflavin Supplement, Folic Acid, Biotin, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex (source of Vitamin K), Vitamin D3 Supplement), Yucca Schidigera Extract, Minerals (Zinc Amino Acid Complex, Sodium Selenite, Manganese Amino Acid Complex, Iron Amino Acid Complex, Copper Amino Acid Complex, Cobalt Glucoheptonate, Potassium Iodide).	can	pate	adult		wet food	grain-free gluten free no corn no wheat no soy high-protein pea-free			19.384615384615383	38.76923076923077	41.84615384615385	0.018842105263157896	113.05263157894737
Hill's Science Diet Kitten Savory Turkey Entree Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/hills-science-diet-kitten-savory/dp/34157	37.68	Water, Turkey, Turkey Giblets, Pork Liver, Salmon, Pork By-Products, Egg Product, Soy Protein Isolate, Corn Gluten Meal, Corn Starch, Chicken Liver Flavor, Chicken Fat, Whole Grain Corn, Dicalcium Phosphate, Chicken, L-Lysine, Natural Flavor, Powdered Cellulose, Guar Gum, Brewers Dried Yeast, Fish Oil, Calcium Carbonate, Potassium Chloride, Potassium Citrate, Locust Bean Gum, Calcium Sulfate, Choline Chloride, Iodized Salt, Carrageenan, Taurine, vitamins (Vitamin E Supplement, Thiamine Mononitrate, Ascorbic Acid (source of Vitamin C), Niacin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin Supplement, Biotin, Folic Acid), Magnesium Oxide, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate), Beta-Carotene.	can	minced	kitten	hill's science diet	wet food				19.395465994962215	33.50125944584383	47.103274559193956	0.00785	47.099999999999994
Fancy Feast Medleys Tastemakers Whitefish & Shrimp Recipe Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/fancy-feast-medleys-tastemakers/dp/103803	20.16	Fish Broth, Whitefish, Wheat Gluten, Liver, Long Grain Rice, Meat By-Products, Spinach, Corn Starch-Modified, Chicken, Shrimp, Artificial and Natural Flavors, Corn Oil, Salt, Tricalcium Phosphate, Added Color, Soy Protein Concentrate, Potassium Chloride, Taurine, Choline Chloride, Magnesium Sulfate, Thiamine Mononitrate, Vitamin E Supplement, Zinc Sulfate, Red 3, Ferrous Sulfate, Niacin, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Copper Sulfate, Manganese Sulfate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide. B-6762.	can	chunks in gravy	adult	purina	wet food				8.891809023215083	61.322820849759076	29.78537012702584	0.012923076923076923	77.53846153846153
Blue Buffalo Basics Limited Ingredient Grain-Free Indoor Fish & Potato Entree Adult Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/blue-buffalo-basics-limited/dp/36882	30.0	Fish, Fish Broth, Carrots, Potatoes, Pea Flour, Sunflower Oil, Flaxseed (source of Omega 3 and  6 Fatty Acids), Natural Flavor, Fish Oil, Carrageenan, Cassia Gum, Pumpkin, Cranberries, Blueberries, Powdered  Cellulose, Guar Gum, Taurine,  Potassium Chloride, Salt, Choline Chloride, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Vitamin E Supplement, Thiamine Mononitrate (Vitamin B1), L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement (Vitamin B3), Calcium Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2), Vitamin A  Supplement, Biotin (Vitamin B7), Potassium Iodide,  Vitamin B12 Supplement, Vitamin D3 Supplement,  Folic Acid (Vitamin B9), preserved with Mixed Tocopherols.	can	pate	adult	blue basics	wet food	sensitive digestion indoor no corn no wheat no soy grain-free limited ingredient diet			41.294267698139286	33.375847806134004	25.329884495726702	0.015625	93.75
Vital Essentials Rabbit Dinner Patties Grain-Free Limited Ingredient Freeze-Dried Cat Food, 8-oz bag	https://www.chewy.com/vital-essentials-rabbit-dinner/dp/298842	25.99	Rabbit, Rabbit Liver, Rabbit Heart, Rabbit Kidney, Goat’s Milk, Water, Herring Oil, Mixed Tocopherols (A Natural Preservative), d-Alpha Tocopherol (A Natural Source of Vitamin E).			adult		freeze-dried	gluten free grain-free limited ingredient diet pea-free raw natural			19.922380336351875	47.089262613195345	32.988357050452784		
American Journey Minced Turkey Recipe in Gravy Grain-Free Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/american-journey-minced-turkey-recipe/dp/160939	26.29	Turkey, Turkey Broth, Chicken Broth, Turkey Liver, Dried Egg White, Peas, Natural Flavor, Dried Egg Product, Guar Gum, Flaxseed, Sodium Phosphate, Salt, Sunflower Oil, Fish Oil (Preserved with Mixed Tocopherols), Taurine, Potassium Chloride, Calcium Carbonate, Cranberries, Blueberries, Choline Chloride, Inulin, DL-Methionine, Iron Proteinate, Zinc Proteinate, Thiamine Mononitrate, Vitamin E Supplement, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Niacin Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Rosemary Extract.	can	minced	adult	chewy exclusives	wet food	grain-free no corn no wheat no soy			17.06236150680593	39.886039886039896	43.051598607154176	0.014226190476190476	85.35714285714285
Natural Balance Ultra Premium Chicken & Liver Pate Formula Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/natural-balance-ultra-premium-chicken/dp/114096	38.2	Chicken, Chicken Broth, Chicken Liver, Brown Rice, Natural Flavor, Dried Egg Product, Carrots, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin, Vitamin A Supplement, Pyridoxine Hydrochloride, D-Calcium Pantothenate, Riboflavin Supplement, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Biotin), Guar Gum, Choline Chloride, Potassium Chloride, Salt, Minerals (Zinc Proteinate, Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Calcium Iodate, Sodium Selenite), Taurine, Dicalcium Phosphate, Menhaden Oil (Preserved with Mixed Tocopherols), Cranberries, Carrageenan, Rosemary Extract.	can	pate	adult		wet food				18.779227172040372	31.011567807039132	50.209205020920486	0.008842592592592593	53.05555555555556
Purina Pro Plan Savor Shredded Blend Indoor Turkey & Rice Formula Dry Cat Food, 12-lb bag	https://www.chewy.com/purina-pro-plan-savor-shredded-blend/dp/168191	37.48	Turkey, Corn Gluten Meal, Chicken Meal, Brewers Rice, Powdered Cellulose, Soybean Meal, Animal Fat Preserved With Mixed-Tocopherols, Soy Protein Isolate, Dried Egg Product, Cassava Root Flour, Animal Liver Flavor, Soy Protein Concentrate, Sodium Caseinate, Wheat Flour, Glycerin, Chicken, Inulin, Gelatin, Potassium Chloride, L-Lysine Monohydrochloride, Salt, Calcium Carbonate, Added Color, Choline Chloride, Taurine, Vitamin E Supplement, L-Cysteine, Zinc Sulfate, Sodium Bisulfate, Ferrous Sulfate, L-Ascorbyl-2-Polyphosphate (Vitamin C), Manganese Sulfate, Niacin, Vitamin A Supplement, Calcium Pantothenate, Thiamine Mononitrate, Copper Sulfate, Riboflavin Supplement, Vitamin B-12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D-3 Supplement, Calcium Iodate, Biotin, Menadione Sodium Bisulfite Complex (Vitamin K), Sodium Selenite. A-4611.			adult	purina	dry food	high-protein indoor high fiber weight control			25.811437403400305	39.15507470376095	35.03348789283875	0.001736497730711044	10.418986384266265
Hill's Prescription Diet k/d Early Support Chicken Dry Cat Food, 4-lb bag	https://www.chewy.com/hills-prescription-diet-kd-early/dp/175305	28.99	Chicken, Brewers Rice, Whole Grain Wheat, Corn Gluten Meal, Chicken Fat, Wheat Gluten, Flaxseed, Chicken Liver Flavor, Dried Beet Pulp, Soybean Oil, Fish Oil, Lactic Acid, DL-Methionine, Calcium Carbonate, Potassium Citrate, L-Arginine, Choline Chloride, Potassium Chloride, Taurine, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Calcium Pantothenate, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement), L-Lysine, L-Threonine, Iodized Salt, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), L-Carnitine, Calcium Sulfate, Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene.			adult	hill's	dry food	pea-free veterinary diet			36.38479441427463	26.24773726402896	37.3674683216964		
Friskies Stuf'd & Sauc'd Blast'n Tuna & Simmer'd Sauce Wet Cat Food, 5.5-oz can, case of 24	https://www.chewy.com/friskies-stufd-saucd-blastn-tuna/dp/242765	18.0	Water, Chicken, Meat By-Products, Wheat Gluten, Corn Starch-Modified, Soy Flour, Artificial And Natural Flavors, Wheat Flour, Tuna, Sunflower Oil, Calcium Sulfate, Added Color, Minerals [Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Powdered Cellulose, Choline Chloride, Red 3, Salt, Taurine, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement]. A633019	can	chunks in gravy	adult		wet food				33.40199107449365	43.25437693099896	23.343631994507376	0.005067567567567568	30.405405405405407
Purina Pro Plan Prime Plus Adult 7+ Ocean Whitefish & Salmon Entree Classic Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/purina-pro-plan-prime-plus-adult-7/dp/138459	24.28	Ocean Whitefish, Liver, Meat By-Products, Water Sufficient For Processing, Salmon, Soybean Oil, Chicory Root, Minerals (Salt, Potassium Chloride, Mono And Dicalcium Phosphate, Magnesium Sulfate, Tricalcium Phosphate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide), Artificial And Natural Flavors, Guar Gum, Taurine, Fish Oil, Vitamins (Vitamin E, Vitamin C, Choline, Vitamin B-1, Vitamin B-3, Vitamin B-5, Vitamin A, Vitamin K, Vitamin B-6, Vitamin B-2, Vitamin B-12, Vitamin B-7, Folic Acid, Vitamin D-3), Beta-Carotene. B475018.	can	pate	senior	purina	wet food	grain-free weight control			0.0	37.03703703703704	62.96296296296296	0.009454828660436138	56.72897196261683
Fancy Feast Minced Turkey Feast in Sauce Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/fancy-feast-minced-turkey-feast-in/dp/103992	16.8	Poultry Broth, Turkey, Liver, Meat By-Products, Wheat Gluten, Chicken, Corn Starch-Modified, Soy Flour, Soy Protein Concentrate, Artificial and Natural Flavors, Salt, Tricalcium Phosphate, Potassium Chloride, Taurine, Added Color, Choline Chloride, Mono and Dicalcium Phosphate, Thiamine Mononitrate, Vitamin E Supplement, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Copper Sulfate, Vitamin A Supplement, Manganese Sulfate, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide. B-6961.	can	minced	adult	purina	wet food				23.050259965337954	53.379549393414216	23.570190641247834	0.008974358974358975	53.846153846153854
Blue Buffalo Wilderness Rocky Mountain Recipe Flaked Red Meat Feast Adult Grain-Free Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/blue-buffalo-wilderness-rocky/dp/112014	42.14	Beef, Beef Broth, Water, Turkey, Beef Liver, Dried Egg Product, Potato Starch, Venison, Lamb, Natural Flavor, Sodium Phosphate, Salt, Guar Gum, Flaxseed, Calcium Carbonate, Taurine, Potassium Chloride, Fish Oil, Carrageenan, Choline Chloride, Iron Amino Acid Chelate,  Zinc Amino Acid Chelate, Vitamin E Supplement, Thiamine Mononitrate (Vitamin B1),  Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement (Vitamin B3), Calcium Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2),  Vitamin A  Supplement, Biotin (Vitamin B7), Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), preserved with Mixed Tocopherols. Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2),  Vitamin A  Supplement, Biotin (Vitamin B7), Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement , Folic Acid (Vitamin B9), Preserved With Mixed Tocopherols.	can	flaked	adult	blue wilderness	wet food	high-protein grain-free no corn no wheat no soy pea-free			12.703379224030058	39.42428035043804	47.8723404255319	0.011944444444444445	71.66666666666667
Natural Balance L.I.D. Limited Ingredient Diets Indoor Grain-Free Salmon & Chickpea Formula Dry Cat Food, 10-lb bag	https://www.chewy.com/natural-balance-lid-limited/dp/140010	29.83	Salmon, Chickpeas, Peas, Salmon Meal, Pea Protein, Dried Beet Pulp, Potatoes, Brewers Dried Yeast, Canola Oil (preserved with mixed tocopherols), Dehydrated Alfalfa Meal, Natural Flavor, Sodium Acid Pyrophosphate (source of phosphorus), Choline Chloride, Taurine, Salt, Potassium Chloride, Minerals (Zinc Proteinate, Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Proteinate, Copper Sulfate, Manganese Sulfate, Manganese Proteinate, Calcium Iodate, Sodium Selenite), Vitamins (Vitamin E Supplement, Niacin, Thiamine Mononitrate, d-Calcium Pantothenate, Vitamin A Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Menadione Sodium Bisulfite Complex, Vitamin B12 Supplement, Folic Acid, Biotin), Inulin, Citric Acid (preservative), Rosemary Extract.			adult		dry food	weight control grain-free indoor sensitive digestion no corn no wheat no soy limited ingredient diet			42.3324986721299	31.868882312770314	25.798619015099778	0.0020446114392290954	12.267668635374573
9 Lives Meaty Pate with Real Chicken & Tuna Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/9-lives-meaty-pate-real-chicken-tuna/dp/127837	10.08	Meat By-Products, Water Sufficient for Processing, Chicken, Poultry By-Products, Fish, Tuna, Brewer's Rice, Calcium Carbonate, Salt, Potassium Chloride, Sodium Tripolyphosphate, Guar Gum, Titanium Dioxide (Color), Choline Chloride, Carrageenan, Vitamins (Vitamin E Supplement, Vitamin A Supplement, Thiamine Mononitrate, Niacin Supplement, D-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Taurine, Minerals (Ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Sodium Nitrite (To Promote Color Retention).	can	pate	adult		wet food				16.542028118456482	37.690696978761586	45.76727490278192	0.0025	15.0
Wellness Complete Health Natural Grain Free Deboned Chicken & Chicken Meal Dry Kitten Food, 5.5-lb bag	https://www.chewy.com/wellness-complete-health-natural/dp/141775	21.49	Deboned Chicken, Chicken Meal, Peas, Chickpeas, Chicken Fat (preserved with Mixed Tocopherols), Ground Flaxseed, Tomato Pomace, Dried Ground Potatoes, Salmon Oil, Natural Chicken Flavor, Cranberries, Choline Chloride, Chicory Root Extract, Potassium Chloride, Taurine, Vitamin E Supplement, Zinc Proteinate, Mixed Tocopherols added to preserve freshness, Zinc Sulfate, Calcium Carbonate, Niacin, Iron Proteinate, Ferrous Sulfate, Vitamin A Supplement, Ascorbic Acid (Vitamin C), Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, d-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Dried Kelp, Yucca Schidigera Extract, Vitamin D3 Supplement, Biotin, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Dried Lactobacillus plantarum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract. This is a naturally preserved product.			kitten	wellness complete health wellpet	dry food	grain-free no corn no wheat no soy			23.628307050697252	36.49159390069074	39.88009904861202	0.0022051539195383574	13.230923517230144
Natural Balance Ultra Premium Turkey & Giblets Formula Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/natural-balance-ultra-premium-turkey/dp/114092	38.2	Turkey, Turkey Broth, Poultry Giblets, Dried Carrots, Brown Rice, Natural Flavor, Dicalcium Phosphate, Salmon Meal, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin, Vitamin A Supplement, Pyridoxine Hydrochloride, D-Calcium Pantothenate, Riboflavin Supplement, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Biotin), Minerals (Zinc Proteinate, Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Calcium Iodate, Sodium Selenite), Guar Gum, Taurine, Potassium Chloride, Salt, Calcium Carbonate, Cranberries, Dl-Methionine, Carrageenan, Choline Chloride.	can	pate	adult		wet food				23.37561480714471	32.61713694020191	44.00724825265337	0.009362745098039216	56.1764705882353
Blue Buffalo True Solutions Fit & Healthy Weight Control Formula Wet Cat Food, 3-oz, case of 24	https://www.chewy.com/blue-buffalo-true-solutions-fit/dp/244832	23.52	Chicken, Chicken Broth, Chicken Liver, Potatoes, Whitefish, Potato Protein, Pea Fiber, Brown Rice, Powdered Cellulose, Flaxseed, Natural Flavor, Carrageenan, Taurine, Guar Gum, Potassium Chloride, L-Threonine, Choline Chloride, Carrots, Cranberries, Green Beans, DL-Methionine,  L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Tryptophan, Salt, Vitamin E Supplement, L-Carnitine, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement (Vitamin B3), Calcium Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2), Vitamin A  Supplement, Biotin (Vitamin B7), Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9).	can	pate	adult		wet food				25.992140655564533	34.537001027403214	39.470858317032246	0.011395348837209301	68.3720930232558
American Journey Pate Turkey Recipe Grain-Free Canned Cat Food, 12.5-oz, case of 12	https://www.chewy.com/american-journey-pate-turkey-recipe/dp/160931	28.99	Turkey, Turkey Broth, Turkey Liver, Natural Flavor, Flaxseed, Guar Gum, Taurine, Potassium Chloride, Salt, Cassia Gum, Xanthan Gum, Cranberries, Blueberries, Choline Chloride, Inulin, Magnesium Sulfate, Iron Proteinate, Zinc Proteinate, Fish Oil (Preserved with Mixed Tocopherols), Thiamine Mononitrate, Sunflower Oil, Vitamin E Supplement, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Niacin Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Rosemary Extract.	can	pate	adult	chewy exclusives	wet food	grain-free no corn no wheat no soy pea-free			18.18402524884679	32.2893906287934	49.52658412235981	0.005935708435708435	35.614250614250615
Diamond Naturals Kitten Formula Dry Cat Food, 6-lb bag	https://www.chewy.com/diamond-naturals-kitten-formula-dry/dp/34940	12.99	"Chicken, Chicken Meal, Grain Sorghum, Chicken Fat (Preserved With Mixed Tocopherols), Dried Yeast, Ground White Rice, Fish Meal, Salmon Meal, Egg Product, Natural Flavor, Flaxseed, Salmon Oil (Source Of Dha), Dl-Methionine, Potassium Chloride, Salt, Choline Chloride, Taurine, Dried Chicory Root, Kale, Chia Seed, Pumpkin, Blueberries, Oranges, Quinoa, Dried Kelp, Coconut, Spinach, Carrots, Papaya, Yucca Schidigera Extract, Dried Lactobacillus Plantarum Fermentation Product, Dried Bacillus Subtilis Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product, Zinc Proteinate, Vitamin E Supplement, Niacin, Manganese Proteinate, Copper Proteinate, Zinc Sulfate, Manganese Sulfate, Copper Sulfate, Thiamine Mononitrate, Vitamin A Supplement, Biotin, Potassium Iodide, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Manganous Oxide, Sodium Selenite, Vitamin D Supplement, Folic Acid.

Contains A Source Of Live (Viable), Naturally Occurring Microorganisms."			kitten		dry food	no corn no wheat no soy pea-free			24.76905205317795	29.256479757097466	45.97446818972458	0.0011781404244817376	7.0688425468904255
Wellness Complete Health Grain-Free Indoor Healthy Weight Chicken Recipe Dry Cat Food, 11.5-lb bag	https://www.chewy.com/wellness-complete-health-grain-free/dp/172380	32.29	Deboned Chicken, Chicken Meal, Turkey Meal, Peas, Dried Ground Potatoes, Ground Flaxseed, Potatoes, Lentils, Tomato Pomace, Chicken Fat (preserved with Mixed Tocopherols), Pea Fiber, Cranberries, Natural Turkey Flavor, Choline Chloride, Potassium Chloride, Chicory Root Extract, Taurine, Calcium Chloride, Vitamin E Supplement, L-Carnitine, Zinc Proteinate, Mixed Tocopherols added to preserve freshness, Glucosamine Hydrochloride, Chondroitin Sulfate, Zinc Sulfate, Calcium Carbonate, Niacin, Iron Proteinate, Ferrous Sulfate, Vitamin A Supplement, Ascorbic Acid (Vitamin C), Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, d-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Dried Kelp, Yucca Schidigera Extract, Biotin, Vitamin D3 Supplement, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Dried Lactobacillus plantarum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.			adult	wellpet	dry food	no corn no wheat no soy grain-free indoor weight control			39.39303579016423	36.52818261109413	24.078781598741646	0.0017940470941000086	10.764282564600052
Natural Balance Ultra Premium Indoor Chicken Formula Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/natural-balance-ultra-premium-indoor/dp/114098	38.16	Chicken, Chicken Broth, Chicken Liver, Salmon, Oat Bran, Brown Rice, Natural Flavor, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin, Vitamin A Supplement, Pyridoxine Hydrochloride, D-Calcium Pantothenate, Riboflavin Supplement, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Biotin), Guar Gum, Choline Chloride, Minerals (Zinc Proteinate, Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Calcium Iodate, Sodium Selenite), Taurine, Cranberries, Calcium Carbonate, Potassium Chloride, Yucca Schidigera Extract, Salt, Carrageenan.	can	pate	adult		wet food	indoor pea-free			21.9615080411284	33.219087793303444	44.819404165568145	0.008833333333333332	52.99999999999999
Earthborn Holistic Chicken Fricatssee Grain-Free Natural Adult Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/earthborn-holistic-chicken-fricatssee/dp/115844	37.99	Chicken Broth, Chicken, Potatoes, Sunflower Oil, Peas, Pumpkin, Carrots, Natural Flavors, Tricalcium Phosphate, Guar Gum, Potassium Chloride, Salt, Taurine, Choline Chloride, Magnesium Sulfate, Iron Proteinate, Zinc Proteinate, Vitamin E Supplement, Thiamine Mononitrate, Niacin, Vitamin A Supplement, Manganese Proteinate, Copper Proteinate, Pyridoxine Hydrochloride, Sodium Selenite, Calcium Pantothenate, Riboflavin Supplement, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement, Biotin, Potassium Iodide.	can	shredded	adult		wet food	grain-free gluten free			9.472701819878692	58.7960802613159	31.731217918805406	0.012663333333333334	75.98
